"uploadID","uploadRA","uploadDEC","uploadSearchID","objID","survey","specObjID","distance_arcmin","fov_radius","IAUName","ra","dec","band","nuv_exptime","fuv_exptime","fuv_mag","fuv_magerr","nuv_mag","nuv_magerr","fuv_flux","fuv_fluxerr","nuv_flux","nuv_fluxerr","e_bv","spectra","fuv_fwhm_world","nuv_fwhm_world","ra_cent","dec_cent","minObsDate","meanObsDate","maxObsDate","minObsMJD","meanObsMJD","maxObsMJD","tilename","tilenum","img","subvis","photoextractid","nuv_flux_auto","nuv_flux_aper_7","nuv_artifact","fuv_flux_auto","fuv_flux_aper_7","fuv_artifact"
"CGCG468-002NED01","77.08208333","17.36333333","76","3966266233557357259","MIS","0","0.017469187435943643","0.42676514387130737","GALEX J050819.6+172148","77.081818833520629","17.363478389758338","1","1608.65","0","-999","-999","20.0741081","0.07609467","-999","-999","33.9122124","2.37618661","0.3523077","false","-99","0.004831034","76.73269","17.09715","2011-01-05","2011-06-26","2011-12-15","55566.929560185185","55738.512893518513","55910.123842592591","MISGCSS1_26236_0169","47192","7","-999","3966266233556303872","1.0054408311843872","0.98146063089370728","17","-99","-99","-999"
"CGCG468-002NED01","77.08208333","17.36333333","76","6376826809456004166","AIS","0","0.014149709989731425","0.42152413725852966","GALEX J050819.7+172148","77.082192808784356","17.363544746493272","1","228","228","-999","-999","20.4357529","0.2089144","-999","-999","24.3051624","4.675597","0.3523077","false","-99","0.003165917","76.72740","17.11283","2005-12-28","2006-06-28","2006-12-28","53732.832025462965","53914.998692129629","54097.144178240749","AIS_168","50168","1","74","6376826809454952448","0.72060775756835938","0.86610203981399536","17","-99","-99","0"
"CGCG493-002","324.6391667","32.085","77","6372323174397251605","AIS","0","0.025276786014647282","0.40729981660842896","GALEX J213833.4+320507","324.63951903710972","32.085297257208786","3","144","144","19.2534771","0.117581159","18.1977","0.0507203154","72.21227","7.818418","190.950043","8.91809","0.154837489","false","0.00272543146","0.00214996375","324.51730","31.69144","2006-09-18","2006-09-18","2006-09-18","53996.564166666671","53996.605833333335","53996.63349537037","AIS_40","50040","1","41","6372323174394101760","5.6613521575927734","5.71314811706543","0","0.67082470655441284","0.66474449634552","0"
"CGCG535-012","9.0875","45.665","78","6372076905267466261","AIS","0","0.013813043419918139","0.22316069900989533","GALEX J003620.9+453953","9.0871751135072376","45.664961929550152","3","489.2","314.2","16.2577572","0.0196288172","16.0816784","0.009538128","1139.984","20.6045475","1340.69067","11.7750273","0.06521656","false","0.00113102526","0.00149602559","9.38719","45.58893","2004-08-13","2005-03-29","2005-11-12","53230.070902777785","53458.237569444442","53686.400937499995","AIS_33","50033","1","61","6372076905264316416","39.7492561340332","39.564594268798828","0","10.590021133422852","10.813620567321777","0"
"ESO005-G004","91.42333333","-86.63194444","79","6388015393609354642","AIS","0","0.046235166505303252","0.39719191193580627","GALEX J060538.9-863756","91.4122205114711","-86.6323538391465","1","233.25","233.25","-999","-999","17.3108959","0.0526390076","-999","-999","432.157043","20.9468861","0.140087321","false","-99","0.0258338321","93.27444","-87.01596","2007-04-30","2007-05-01","2007-05-01","54220.477870370371","54221.102870370371","54221.712476851855","AIS_486","50486","1","31","6388015393608302592","12.812740325927734","3.08061146736145","177","-99","-99","32"
"ESO031-G008","46.89708333","-72.83416667","80","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO033-G002","73.99583333","-75.54111111","81","6385763581986605267","AIS","0","0.035505039455627156","0.14357638359069824","GALEX J045558.4-753227","73.993530816917044","-75.540970926000412","3","309.05","199.05","20.2687874","0.162562311","19.2587814","0.0757613257","28.3456955","4.24304056","71.8599548","5.01308","0.145348877","false","0.00299153663","0.00675591547","74.17381","-75.40470","2005-08-31","2006-03-22","2006-10-11","53613.54446759259","53816.461134259262","54019.432847222226","AIS_422","50422","1","20","6385763581983457280","2.130528450012207","1.9384645223617554","2","0.26332080364227295","0.23124028742313385","0"
"ESO103-035","279.5845833","-65.4275","82","6387663615386715648","AIS","0","0.035418394153637588","0.24857638776302338","GALEX J183820.1-652540","279.58374464875328","-65.427976275788666","1","138","0","-999","-999","19.43826","0.132528841","-999","-999","60.9110565","7.43321562","0.07533011","false","-99","0.00743946247","279.30464","-65.20842","2011-05-25","2011-05-25","2011-05-25","55706.309224537043","55706.309224537043","55706.31082175926","AIS_476","50476","1","92","6387663615385665536","1.8059118986129761","1.718675971031189","0","-99","-99","-999"
"ESO121-IG028","95.94","-60.97888889","83","2584048176047589309","NGS","0","0.020846377556830741","0.29105257987976074","GALEX J062345.4-605844","95.939390892431419","-60.979071635819842","1","77","0","-999","-999","19.2036877","0.160843536","-999","-999","75.60044","11.196907","0.0582361147","false","-99","0.009198831","95.34107","-61.00187","2011-12-09","2011-12-09","2011-12-09","55904.986261574071","55904.986261574071","55904.98715277778","LMC_EXTD_42","7907","7","-999","2584048176046538752","2.2414276599884033","2.2532444000244141","0","-99","-99","-999"
"ESO137-34","248.80875","-58.08","84","6387135833699255057","AIS","0","0.006185154965238613","0.43159002065658569","GALEX J163514.0-580448","248.80855505349831","-58.080001502348821","1","103.05","0","-999","-999","18.66255","0.170766652","-999","-999","124.445511","19.5682716","0.334236562","false","-99","0.007243027","248.27548","-57.75427","2011-07-07","2011-07-07","2011-07-07","55749.72284722222","55749.72284722222","55749.724039351851","AIS_461","50461","1","77","6387135833698205696","3.6896030902862549","1.3095405101776123","1","-99","-99","-999"
"ESO139-G012","264.4129167","-59.94083333","85","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO141-G055","290.30875","-58.67027778","86","6384004425659189954","AIS","0","0.0078608748514733158","0.26947134733200073","GALEX J192114.1-584013","290.30883005868083","-58.670402005513509","3","259.05","109","14.8010044","0.01896725","14.3675966","0.00521515124","4361.13965","76.16835","6500.71143","31.21749","0.109400854","false","0.00110524509","0.001923684","290.81918","-58.62453","2007-06-20","2009-07-24","2011-08-28","54271.485983796294","55036.485983796294","55801.481180555551","AIS_372","50372","1","78","6384004425656041472","192.73532104492188","188.23513793945313","0","40.513339996337891","41.287895202636719","0"
"ESO157-G023","65.60083333","-56.22583333","87","6385693202505008155","AIS","0","0.057905179582098225","0.53529626131057739","GALEX J042224.1-561329","65.600560525996016","-56.224880234482782","3","202.05","96","18.7542477","0.133954138","17.56002","0.0309489332","114.367561","14.1068211","343.551178","9.790555","0.020080179","false","0.011173469","0.016904125","64.84101","-55.89820","2007-10-08","2009-10-12","2011-10-18","54381.524525462963","55116.9828587963","55852.472152777773","AIS_420","50420","1","10","6385693202501861376","10.185723304748535","6.0997934341430664","1","1.0624314546585083","0.79447430372238159","0"
"ESO195-IG021NED03","15.14583333","-47.86777778","88","6384672924433912188","AIS","0","0.023502158399833988","0.24117459356784821","GALEX J010035.1-475203","15.14633585844974","-47.8675783259577","3","206","206","19.6860352","0.114346527","18.73431","0.05518735","48.4828148","5.10482645","116.4865","5.919503","0.0135291312","false","0.008749452","0.00584328035","15.17054","-48.10821","2007-08-17","2007-08-19","2007-08-22","54329.628067129626","54331.961400462962","54334.353368055556","AIS_391","50391","1","74","6384672924430761984","3.4536314010620117","2.8218469619750977","0","0.45038703083992004","0.41750255227088928","0"
"ESO195-IG021NED03","15.14583333","-47.86777778","88","4519751590886778126","MIS","0","0.0859292330786517","0.3471733033657074","GALEX J010034.5-475206","15.144071528211869","-47.868586614734987","1","2087.35","0","-999","-999","18.28279","0.0192260686","-999","-999","176.556717","3.12568283","0.0135291312","false","-99","0.01100988","15.03309","-48.20774","2010-12-14","2011-06-05","2011-11-26","55544.676122685181","55717.842789351846","55891.014583333337","MISGCSS1_41856_0392","62923","7","-999","4519751590885720064","5.23461389541626","3.0071513652801514","0","-99","-99","-999"
"ESO197-G027","32.71875","-49.69861111","89","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO198-024","39.58208333","-52.1925","90","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO209-G012","120.4916667","-49.77833333","91","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO244-IG030","22.46333333","-42.32638889","92","6384532204125425700","AIS","0","0.065750622522490143","0.34829357266426086","GALEX J012951.4-421932","22.46443066646097","-42.325652219044557","3","216","216","17.3783569","0.03776268","16.78067","0.0192154068","406.124634","14.1218739","704.257","12.4609442","0.0189947262","false","0.0127249714","0.0108620226","22.30038","-42.65226","2007-10-12","2007-10-19","2007-10-26","54385.35864583333","54392.608645833338","54399.875277777777","AIS_387","50387","1","90","6384532204122275840","20.88005256652832","15.952630043029785","0","3.7727444171905518","3.0211236476898193","0"
"ESO263-G013","152.4508333","-42.81111111","93","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO297-018","24.655","-40.01138889","94","6384461748408159071","AIS","0","0.01646388386767117","0.51607257127761841","GALEX J013837.2-400041","24.65514759318075","-40.011638920761122","3","112","112","18.1838455","0.07798776","17.4987831","0.0401854552","193.403259","13.8886614","363.4852","13.4501085","0.013885526","false","0.01316563","0.01635422","25.23351","-40.27786","2005-11-20","2005-11-20","2005-11-20","53694.490173611106","53694.490173611106","53694.491469907407","AIS_385","50385","1","9","6384461748405010432","10.7767333984375","6.3544254302978516","0","1.7966432571411133","1.1199675798416138","0"
"ESO323-077","196.60875","-40.41472222","95","6387487682790951830","AIS","0","0.0078176701850161835","0.090842284262180328","GALEX J130626.1-402453","196.60887140342811","-40.414814050189953","3","316","316","19.3368435","0.091436334","17.3577976","0.02437062","66.87509","5.630583","413.8856","9.28788948","0.100760847","false","0.00189867383","0.00152619788","196.72220","-40.44329","2007-03-11","2007-03-14","2007-03-16","54170.491331018522","54173.032997685179","54175.56144675926","AIS_471","50471","1","82","6387487682787803136","12.271021842956543","11.332680702209473","0","0.62124431133270264","0.67838305234909058","0"
"ESO362-18","79.89916667","-32.65777778","96","6381611901242050517","AIS","0","0.01915795110767669","0.4943578839302063","GALEX J051935.8-323926","79.899350526676059","-32.6574985099032","3","227","221","15.5991831","0.0192943439","15.3896685","0.009330703","2090.87769","37.1474342","2535.901","21.7879715","0.0170972","false","0.001377272","0.002256134","79.34552","-32.49446","2006-01-07","2006-12-31","2007-12-23","53742.4168287037","54100.083495370374","54457.802337962959","AIS_304","50304","1","90","6381611901238902784","75.185256958007812","70.324249267578125","17","19.423463821411133","19.210365295410156","0"
"ESO362-18","79.89916667","-32.65777778","96","6381647040516982298","AIS","0","0.023738712583412477","0.47918123006820679","GALEX J051935.8-323926","79.89920358406809","-32.657383357297043","3","220","220","15.5393267","0.0152172381","15.3928452","0.009338029","2209.38354","30.9583035","2528.493","21.7413788","0.0170972","false","0.00133687153","0.002242718","80.39303","-32.42010","2006-01-07","2006-12-31","2007-12-23","53742.418553240743","54100.085219907414","54457.803981481477","AIS_305","50305","1","48","6381647040513835008","74.965621948242188","70.657585144042969","0","20.52433967590332","20.096885681152344","0"
"ESO362-18","79.89916667","-32.65777778","96","3047250434397832665","GII","0","0.034096207209891136","0.52382028102874756","GALEX J051935.9-323926","79.8995895386798","-32.657334855248649","3","5227.45","2647","15.2695847","0.00356363854","15.2807693","0.00171975489","2832.48828","9.294627","2803.44434","4.439445","0.0170972","false","0.00139443681","0.0030308126","79.98140","-32.13809","2004-12-24","2005-12-13","2006-12-02","53363.217604166668","53717.467604166668","54071.752256944448","GI1_009050_NGC1879","21072","1","-999","3047250434394685440","83.117477416992188","75.275032043457031","257","26.312746047973633","25.565708160400391","256"
"ESO374-G044","153.3329167","-35.98277778","97","6386326574889700555","AIS","0","0.086250753291915644","0.268156498670578","GALEX J101319.5-355854","153.3315079051122","-35.9819020770794","3","102","102","20.76408","0.3335216","18.3252048","0.11950361","17.962635","5.51650763","169.792038","18.6839428","0.118992493","false","0.0015702683","0.0148277581","153.14707","-36.20483","2007-02-04","2007-02-04","2007-02-04","54135.55714120371","54135.55714120371","54135.558321759258","AIS_438","50438","1","60","6386326574886551552","5.03405237197876","3.0570724010467529","0","0.16686609387397766","0.26662060618400574","0"
"ESO383-18","203.35875","-34.01472222","98","6387487674201017826","AIS","0","0.013523491999710533","0.49330148100852966","GALEX J133326.0-340053","203.35851808397331","-34.014839895706892","3","304","96","17.4929676","0.0768272","17.0634842","0.01899766","365.439117","25.85236","542.758","9.49459648","0.05979386","false","0.008458725","0.0038494512","203.95177","-34.05544","2007-04-20","2009-05-01","2011-05-13","54210.748564814821","54952.623564814814","55694.472083333334","AIS_471","50471","1","74","6387487674197868544","16.091875076293945","14.544492721557617","1","3.3947913646698","3.4344663619995117","0"
"ESO383-18","203.35875","-34.01472222","98","6387487664535243142","AIS","0","0.026203797253733049","0.38496482372283936","GALEX J133326.0-340054","203.35846294478469","-34.015088442145647","1","208","0","-999","-999","16.9987","0.022424411","-999","-999","576.128845","11.8962708","0.05979386","false","-99","0.00391272549","202.90389","-33.93702","2011-05-13","2011-05-13","2011-05-13","55694.475347222229","55694.475347222229","55694.477754629632","AIS_471","50471","1","65","6387487664534192128","17.081264495849609","15.461372375488281","0","-99","-99","-999"
"ESO399-20","301.7404167","-34.54944444","99","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO417-G006","44.08958333","-32.18555556","100","6385165499198605228","AIS","0","0.05960063732044317","0.5281139612197876","GALEX J025621.7-321110","44.090429700489537","-32.186243775768162","1","204.05","204.05","-999","-999","18.1158981","0.04294205","-999","-999","205.892273","8.141286","0.0223847441","false","-99","0.0105656078","43.46703","-32.16442","2007-10-13","2007-11-20","2007-12-28","54386.594236111108","54424.63590277778","54462.736388888894","AIS_405","50405","1","68","6385165499197554688","6.1043643951416016","4.3222165107727051","0","-99","-99","0"
"ESO417-G006","44.08958333","-32.18555556","100","6385165499199657262","AIS","0","0.034539639645115104","0.52708780765533447","GALEX J025621.4-321106","44.089269306253343","-32.185044920458573","2","204.05","204.05","19.4650879","0.12249206","-999","-999","59.4247169","6.70263","-999","-999","0.0223847441","false","0.00596353365","-99","43.46703","-32.16442","2007-10-13","2007-11-20","2007-12-28","54386.594236111108","54424.63590277778","54462.736388888894","AIS_405","50405","1","68","6385165499197554688","-99","-99","0","0.5520331859588623","0.55822092294692993","0"
"ESO417-G006","44.08958333","-32.18555556","100","2461360270573835905","MIS","0","0.05173077932660243","0.53876966238021851","GALEX J025621.6-321109","44.09037377462127","-32.186099461532152","1","1697.1","0","-999","-999","17.9827442","0.01699767","-999","-999","232.756531","3.643019","0.0223847441","false","-99","0.00673296535","43.45406","-32.17145","2011-11-03","2011-11-03","2011-11-03","55868.27915509259","55868.27915509259","55868.298796296294","MIS2DFSGP_38128_0468","4420","7","-999","2461360270572781568","6.9008450508117676","4.3177018165588379","0","-99","-99","-999"
"ESO426-G002","95.94333333","-32.21666667","101","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO439-G009","171.8475","-29.2575","102","6386924738204143447","AIS","0","0.054617685499232467","0.54583007097244263","GALEX J112723.1-291527","171.8464723467379","-29.257657550624909","1","112","112","-999","-999","19.0517082","0.118290812","-999","-999","86.9593048","9.471903","0.06324301","false","-99","0.0114404894","171.45365","-29.68307","2007-03-20","2007-03-20","2007-03-20","54179.399976851855","54179.399976851855","54179.401273148149","AIS_455","50455","1","87","6386924738203090944","2.5781991481781006","1.9139484167099","17","-99","-99","256"
"ESO439-G009","171.8475","-29.2575","102","6386924738205192993","AIS","0","0.094706435515448772","0.54631340503692627","GALEX J112723.7-291531","171.84875358361461","-29.25863814831165","2","112","112","20.0714226","0.316010237","-999","-999","33.99642","9.892466","-999","-999","0.06324301","false","0.003979133","-99","171.45365","-29.68307","2007-03-20","2007-03-20","2007-03-20","54179.399976851855","54179.399976851855","54179.401273148149","AIS_455","50455","1","87","6386924738203090944","-99","-99","17","0.31581392884254456","0.34274965524673462","256"
"ESO464-G016","315.5991667","-28.17472222","103","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO479-G031","41.19875","-24.51388889","104","6380697093609096711","AIS","0","0.0047866116317585895","0.22001025080680847","GALEX J024447.7-243050","41.198825404570748","-24.513929600421289","3","223","223","20.868494","0.197494909","19.1117649","0.07410172","16.3156376","2.96708584","82.2798843","5.614255","0.0206724126","false","0.00261979038","0.00626700651","41.25868","-24.30078","2005-11-08","2005-11-12","2005-11-15","53682.703495370377","53686.078495370377","53689.484282407408","AIS_278","50278","1","77","6380697093605949440","2.4394621849060059","2.0488243103027344","0","0.15156610310077667","0.15010634064674377","0"
"ESO490-IG026","100.04875","-25.89527778","105","6381506345978301149","AIS","0","0.021234425651948656","0.0955953299999237","GALEX J064011.7-255342","100.0490421725426","-25.895040784190321","3","160","160","18.0750656","0.06519767","17.23177","0.0343662538","213.784363","12.8344765","464.827148","14.709362","0.0948651","false","0.001633636","0.00222356338","100.14281","-25.85008","2006-01-03","2006-01-03","2006-01-03","53738.037314814814","53738.037314814814","53738.039166666662","AIS_301","50301","1","88","6381506345975152640","13.781353950500488","11.633828163146973","0","1.985975980758667","1.9458909034729004","0"
"ESO499-G041","151.4808333","-23.05694444","106","6382280372099483683","AIS","0","0.009765974087119246","0.23212289810180664","GALEX J100555.3-230324","151.48067849247161","-23.056865678161959","3","196.2","196.2","18.05971","0.0509452075","17.2779083","0.0261230823","216.829208","10.171648","445.4879","10.7159462","0.058265958","false","0.00290725078","0.001712358","151.23196","-23.01822","2006-03-07","2006-09-11","2007-03-18","53801.739131944443","53989.655798611107","54177.620763888888","AIS_323","50323","1","60","6382280372096335872","13.207978248596191","12.533763885498047","0","2.0142614841461182","2.0198259353637695","0"
"ESO506-G027","189.7275","-27.30777778","107","6386854298595100015","AIS","0","0.028070928471410669","0.26690497994422913","GALEX J123854.5-271829","189.72722726595379","-27.30817797299785","3","221","109","21.4099522","0.443912476","18.64219","0.07365226","9.908808","4.05031633","126.801193","8.599627","0.07253155","false","0.00318938727","0.0165023077","189.53520","-27.10307","2006-04-27","2006-10-11","2007-03-27","53852.547905092593","54019.381238425922","54186.2424074074","AIS_453","50453","1","21","6386854298591952896","3.7594451904296875","1.8158326148986816","0","0.092049084603786469","0.14276215434074402","256"
"ESO509-G038","202.8079167","-25.40277778","108","6388191309029443780","AIS","0","0.021444031452653785","0.26269415020942688","GALEX J133113.8-252408","202.80768951580231","-25.4024851705585","3","215","103","17.799881","0.06421662","17.0786953","0.0229459666","275.454071","16.2879658","535.2069","11.3083239","0.0696752146","false","0.00195846055","0.00155915355","203.09487","-25.36139","2006-04-27","2006-10-12","2007-03-29","53852.676388888889","54020.509722222225","54188.356712962959","AIS_491","50491","1","25","6388191309026295808","15.867997169494629","15.921095848083496","0","2.5588643550872803","2.5807485580444336","0"
"ESO509-IG066NED01","203.665","-23.44666667","109","6379148999490799941","AIS","0","0.015888652082839995","0.414419949054718","GALEX J133439.6-232647","203.6652826211768","-23.446612856833479","3","105.05","105.05","18.8577843","0.130812213","18.3934517","0.0614747666","103.9652","12.5229454","159.448044","9.025812","0.110523313","false","0.00380048715","0.00262215966","204.07630","-23.61908","2007-04-27","2007-04-27","2007-04-27","54217.533483796295","54217.533483796295","54217.53469907408","AIS_234","50234","1","94","6379148999487651840","4.7273702621459961","4.6720461845397949","0","0.965797483921051","0.99916321039199829","0"
"ESO511-G030","214.8433333","-26.64472222","110","6383300666274613835","AIS","0","0.091652192715620778","0.24378891289234161","GALEX J141922.5-263846","214.843804694598","-26.646190500401371","1","105","105","-999","-999","15.1646538","0.016621992","-999","-999","3119.88281","47.752","0.06838339","false","-99","0.00697813928","214.96123","-26.86628","2007-03-19","2007-03-19","2007-03-19","54178.631956018515","54178.631956018515","54178.6331712963","AIS_352","50352","1","11","6383300666273562624","92.499351501464844","43.089069366455078","0","-99","-99","0"
"ESO511-G030","214.8433333","-26.64472222","110","6383300666275664660","AIS","0","0.023330984967125167","0.24491788446903229","GALEX J141922.4-263842","214.84360670940691","-26.645024685478418","2","105","105","15.625","0.02624627","-999","-999","2041.74756","49.34462","-999","-999","0.06838339","false","0.00155110424","-99","214.96123","-26.86628","2007-03-19","2007-03-19","2007-03-19","54178.631956018515","54178.631956018515","54178.6331712963","AIS_352","50352","1","11","6383300666273562624","-99","-99","0","18.967063903808594","13.242918968200684","0"
"ESO511-G030","214.8433333","-26.64472222","110","3048270781187371988","GII","0","0.05139243760334912","0.037112418562173843","GALEX J141922.3-263844","214.84328602069641","-26.64557771756386","2","6281.85","2167","15.0720644","0.004411741","-999","-999","3397.63232","13.8024626","-999","-999","0.06838339","false","0.00417529326","-99","214.88034","-26.66233","2005-05-16","2006-11-06","2008-04-29","53506.3528125","54045.81114583333","54585.316724537035","GI1_009103_HPJ1419m26","21101","1","-999","3048270781185261568","-99","-99","0","31.562721252441406","20.407705307006836","0"
"ESO533-G050","338.7075","-25.67694444","111","6388085775238431594","AIS","0","0.0307912529855025","0.58432984352111816","GALEX J223449.8-254035","338.70786393886851","-25.676549754276031","1","190","190","-999","-999","17.0951729","0.028827","-999","-999","527.1455","13.9926558","0.0205809921","false","-99","0.0150486547","339.25542","-25.36465","2007-08-18","2007-08-25","2007-08-31","54330.446423611116","54337.029756944445","54343.661909722228","AIS_488","50488","1","43","6388085775237382144","15.62899112701416","7.0698704719543457","17","-99","-99","0"
"ESO533-G050","338.7075","-25.67694444","111","6388085788123337968","AIS","0","0.044078208524530663","0.52447640895843506","GALEX J223450.0-254037","338.7083137346284","-25.676987404199849","1","204","204","-999","-999","17.0920811","0.0297786649","-999","-999","528.6489","14.4958191","0.0205809921","false","-99","0.0197983924","338.76626","-26.19887","2007-08-18","2007-08-25","2007-08-31","54330.444594907407","54337.027928240735","54343.660393518519","AIS_488","50488","1","55","6388085788122284032","15.673563957214356","7.0419344902038574","1","-99","-99","0"
"ESO548-G081","55.51541667","-21.24416667","112","6481315519009924303","GII","0","0.023849929597376213","0.5842740535736084","GALEX J034203.6-211439","55.5150030230528","-21.244263449506249","1","1226.05","0","-999","-999","15.0883865","0.00352405966","-999","-999","3346.91553","10.8607092","0.03147115","false","-99","0.00302823167","55.35608","-21.80953","2007-11-19","2007-11-19","2007-11-19","54423.701400462967","54423.701400462967","54423.715590277774","GI3_087002_NGC1426_css24329","53138","1","-999","6481315519008866304","99.230499267578125","92.285888671875","8","-99","-99","-999"
"ESO548-G081","55.51541667","-21.24416667","112","6481350703382007347","GII","0","0.0085129517001357648","0.49257355928421021","GALEX J034203.6-211439","55.515310663427258","-21.24426849657436","1","80","0","-999","-999","15.0334949","0.0127129368","-999","-999","3520.477","41.21142","0.03147115","false","-99","0.00196412764","55.37413","-21.71900","2007-11-20","2007-11-20","2007-11-20","54424.183506944442","54424.183506944442","54424.184432870366","GI3_087002_NGC1426_css24336","53139","1","-999","6481350703380955136","104.37629699707031","101.51335144042969","0","-99","-99","-999"
"ESO548-G081","55.51541667","-21.24416667","112","6377460138893119908","AIS","0","0.0023615125873576929","0.41666442155838013","GALEX J034203.6-211439","55.515390500514528","-21.24419755960545","3","444.1","438.1","15.6479578","0.0108593339","15.3784943","0.006433434","1999.02844","19.98906","2562.135","15.1780176","0.03147115","false","0.0013529897","0.00150947575","55.89251","-21.46837","2003-11-27","2004-11-19","2005-11-13","52970.06086805556","53328.727534722224","53687.436678240738","AIS_186","50186","1","84","6377460138889969664","75.963058471679688","71.912651062011719","0","18.570219039916992","18.541728973388672","0"
"ESO549-G049","60.60708333","-18.0475","113","6377460080911056898","AIS","0","0.021702306169347825","0.5895613431930542","GALEX J040225.7-180250","60.607399372824219","-18.04729866912006","3","186","186","16.7655277","0.0400685258","16.14582","0.0151875727","714.1525","26.3490219","1263.77869","17.6737862","0.0268085","false","0.007278842","0.004821376","60.58629","-17.45808","2003-12-02","2004-11-22","2005-11-12","52975.41369212963","53331.205358796295","53686.963738425926","AIS_186","50186","1","30","6377460080907911168","37.468944549560547","34.290378570556641","1","6.6342072486877441","6.3119416236877441","256"
"ESO549-G049","60.60708333","-18.0475","113","6377460090574736946","AIS","0","0.025151586865199107","0.57789033651351929","GALEX J040225.7-180249","60.6072443121078","-18.0471097502031","3","240","240","16.81179","0.0291534849","16.2155647","0.0132829","684.3621","18.3715858","1185.152","14.4956312","0.0268085","false","0.00596172828","0.004589527","61.12314","-18.35334","2003-12-02","2004-11-22","2005-11-12","52975.411817129629","53331.203483796293","53686.96229166667","AIS_186","50186","1","39","6377460090571587584","35.137790679931641","32.507965087890625","0","6.3574657440185547","5.91205358505249","0"
"ESO549-G049","60.60708333","-18.0475","113","6377460091648478820","AIS","0","0.032883985157855379","0.56938523054122925","GALEX J040225.7-180249","60.607478366354847","-18.04710087509093","3","245.1","245.1","16.8453426","0.0357605852","16.1652184","0.013066736","663.5369","21.84942","1241.40125","14.9365215","0.0268085","false","0.00649307156","0.00454802","60.07257","-18.30384","2003-12-02","2004-11-22","2005-11-12","52975.409942129627","53331.2016087963","53686.960370370376","AIS_186","50186","1","40","6377460091645329408","36.805488586425781","33.951923370361328","17","6.1640076637268066","5.818751335144043","0"
"ESO549-G049","60.60708333","-18.0475","113","3940511273188335837","MIS","0","0.012853582516346895","0.5564149022102356","GALEX J040225.7-180251","60.60720623095515","-18.047679549555919","1","1952.2","0","-999","-999","16.191185","0.004959353","-999","-999","1212.06323","5.535036","0.0268085","false","-99","0.00444297958","60.08052","-18.29093","2010-12-20","2011-06-11","2011-12-01","55550.702986111108","55723.452986111108","55896.213831018518","MISGCSS1_27649_0187","46460","7","-999","3940511273187278848","35.935665130615234","32.287380218505859","17","-99","-99","-999"
"ESO553-G022","77.99083333","-18.49388889","114","6381435895629744692","AIS","0","0.040557045946426715","0.3122938871383667","GALEX J051157.8-182940","77.991114927094415","-18.4945098501241","3","213.1","213.1","18.9011","0.116380677","18.1606617","0.0592656","99.89918","10.7056484","197.576248","10.7822046","0.05728071","false","0.009037177","0.01716058","77.67662","-18.58736","2006-01-08","2006-12-31","2007-12-23","53743.721249999995","54100.721249999995","54457.737129629633","AIS_299","50299","1","12","6381435895626596352","5.8578081130981445","3.4932670593261719","0","0.92802560329437256","0.56918531656265259","0"
"ESO553-G043","81.61375","-21.28666667","115","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"ESO565-G019","143.6816667","-21.92777778","116","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
